layer,gamma_type,alpha,beta,gamma,agreement_type,document,task_type,annotators,Luiza_annotations,Sara_annotations,human_annotator,model,human_annotations,model_annotations,model_a,model_b,model_a_annotations,model_b_annotations,Mistral_annotations,Qwen_annotations,Gemma_annotations
argumentation,soft,1,2,0.4171371,model-human,TED_008,argumentation,Qwen vs Luiza,,,Luiza,Qwen,30,12,,,,,,,
argumentation,standard,1,1,0.363186,model-human,TED_008,argumentation,Qwen vs Sara,,,Sara,Qwen,28,12,,,,,,,
argumentation,soft,1,1,0.41758287,model-human,TED_008,argumentation,Qwen vs Sara,,,Sara,Qwen,28,12,,,,,,,
argumentation,standard,1,2,0.38188243,model-human,TED_008,argumentation,Qwen vs Sara,,,Sara,Qwen,28,12,,,,,,,
argumentation,soft,1,2,0.43478185,model-human,TED_008,argumentation,Qwen vs Sara,,,Sara,Qwen,28,12,,,,,,,
argumentation,standard,1,1,0.47624564,model-human,TED_008,argumentation,Gemma vs Luiza,,,Luiza,Gemma,30,17,,,,,,,
argumentation,soft,1,1,0.50875986,model-human,TED_008,argumentation,Gemma vs Luiza,,,Luiza,Gemma,30,17,,,,,,,
argumentation,standard,1,2,0.4900807,model-human,TED_008,argumentation,Gemma vs Luiza,,,Luiza,Gemma,30,17,,,,,,,
argumentation,soft,1,2,0.52151465,model-human,TED_008,argumentation,Gemma vs Luiza,,,Luiza,Gemma,30,17,,,,,,,
argumentation,standard,1,1,0.5086738,model-human,TED_008,argumentation,Gemma vs Sara,,,Sara,Gemma,28,17,,,,,,,
argumentation,soft,1,1,0.5416931,model-human,TED_008,argumentation,Gemma vs Sara,,,Sara,Gemma,28,17,,,,,,,
argumentation,standard,1,2,0.5189607,model-human,TED_008,argumentation,Gemma vs Sara,,,Sara,Gemma,28,17,,,,,,,
argumentation,soft,1,2,0.5513438,model-human,TED_008,argumentation,Gemma vs Sara,,,Sara,Gemma,28,17,,,,,,,
argumentation,standard,1,1,0.1258806,model-human,TED_010,argumentation,Mistral vs Luiza,,,Luiza,Mistral,18,8,,,,,,,
argumentation,soft,1,1,0.12524182,model-human,TED_010,argumentation,Mistral vs Luiza,,,Luiza,Mistral,18,8,,,,,,,
argumentation,standard,1,2,0.061392903,model-human,TED_010,argumentation,Mistral vs Luiza,,,Luiza,Mistral,18,8,,,,,,,
argumentation,soft,1,2,0.060720444,model-human,TED_010,argumentation,Mistral vs Luiza,,,Luiza,Mistral,18,8,,,,,,,
argumentation,standard,1,1,0.06358302,model-human,TED_010,argumentation,Mistral vs Sara,,,Sara,Mistral,15,8,,,,,,,
argumentation,soft,1,1,0.06358302,model-human,TED_010,argumentation,Mistral vs Sara,,,Sara,Mistral,15,8,,,,,,,
argumentation,standard,1,2,-0.055879235,model-human,TED_010,argumentation,Mistral vs Sara,,,Sara,Mistral,15,8,,,,,,,
argumentation,soft,1,2,-0.056179285,model-human,TED_010,argumentation,Mistral vs Sara,,,Sara,Mistral,15,8,,,,,,,
argumentation,standard,1,1,0.21505731,model-human,TED_010,argumentation,Qwen vs Luiza,,,Luiza,Qwen,18,5,,,,,,,
argumentation,soft,1,1,0.21433944,model-human,TED_010,argumentation,Qwen vs Luiza,,,Luiza,Qwen,18,5,,,,,,,
argumentation,standard,1,2,0.14477515,model-human,TED_010,argumentation,Qwen vs Luiza,,,Luiza,Qwen,18,5,,,,,,,
argumentation,soft,1,2,0.14400661,model-human,TED_010,argumentation,Qwen vs Luiza,,,Luiza,Qwen,18,5,,,,,,,
argumentation,standard,1,1,0.09126061,model-human,TED_010,argumentation,Qwen vs Sara,,,Sara,Qwen,15,5,,,,,,,
argumentation,soft,1,1,0.090391815,model-human,TED_010,argumentation,Qwen vs Sara,,,Sara,Qwen,15,5,,,,,,,
argumentation,standard,1,2,0.05282682,model-human,TED_010,argumentation,Qwen vs Sara,,,Sara,Qwen,15,5,,,,,,,
argumentation,soft,1,2,0.051935375,model-human,TED_010,argumentation,Qwen vs Sara,,,Sara,Qwen,15,5,,,,,,,
argumentation,standard,1,1,0.13926524,model-human,TED_010,argumentation,Gemma vs Luiza,,,Luiza,Gemma,18,8,,,,,,,
argumentation,soft,1,1,0.13926524,model-human,TED_010,argumentation,Gemma vs Luiza,,,Luiza,Gemma,18,8,,,,,,,
argumentation,standard,1,2,0.07000065,model-human,TED_010,argumentation,Gemma vs Luiza,,,Luiza,Gemma,18,8,,,,,,,
argumentation,soft,1,2,0.07000065,model-human,TED_010,argumentation,Gemma vs Luiza,,,Luiza,Gemma,18,8,,,,,,,
argumentation,standard,1,1,0.11730069,model-human,TED_010,argumentation,Gemma vs Sara,,,Sara,Gemma,15,8,,,,,,,
argumentation,soft,1,1,0.11635172,model-human,TED_010,argumentation,Gemma vs Sara,,,Sara,Gemma,15,8,,,,,,,
argumentation,standard,1,2,0.03977251,model-human,TED_010,argumentation,Gemma vs Sara,,,Sara,Gemma,15,8,,,,,,,
argumentation,soft,1,2,0.037647486,model-human,TED_010,argumentation,Gemma vs Sara,,,Sara,Gemma,15,8,,,,,,,
argumentation,standard,1,1,0.2626449,model-human,TED_011,argumentation,Mistral vs Luiza,,,Luiza,Mistral,21,39,,,,,,,
argumentation,soft,1,1,0.24965906,model-human,TED_011,argumentation,Mistral vs Luiza,,,Luiza,Mistral,21,39,,,,,,,
argumentation,standard,1,2,0.15961331,model-human,TED_011,argumentation,Mistral vs Luiza,,,Luiza,Mistral,21,39,,,,,,,
argumentation,soft,1,2,0.14444852,model-human,TED_011,argumentation,Mistral vs Luiza,,,Luiza,Mistral,21,39,,,,,,,
argumentation,standard,1,1,0.22395253,model-human,TED_011,argumentation,Mistral vs Sara,,,Sara,Mistral,20,39,,,,,,,
argumentation,soft,1,1,0.21310979,model-human,TED_011,argumentation,Mistral vs Sara,,,Sara,Mistral,20,39,,,,,,,
argumentation,standard,1,2,0.11608565,model-human,TED_011,argumentation,Mistral vs Sara,,,Sara,Mistral,20,39,,,,,,,
argumentation,soft,1,2,0.10326469,model-human,TED_011,argumentation,Mistral vs Sara,,,Sara,Mistral,20,39,,,,,,,
argumentation,standard,1,1,0.3221575,model-human,TED_011,argumentation,Qwen vs Luiza,,,Luiza,Qwen,21,8,,,,,,,
argumentation,soft,1,1,0.3208465,model-human,TED_011,argumentation,Qwen vs Luiza,,,Luiza,Qwen,21,8,,,,,,,
argumentation,standard,1,2,0.2636829,model-human,TED_011,argumentation,Qwen vs Luiza,,,Luiza,Qwen,21,8,,,,,,,
argumentation,soft,1,2,0.26228637,model-human,TED_011,argumentation,Qwen vs Luiza,,,Luiza,Qwen,21,8,,,,,,,
argumentation,standard,1,1,0.33098882,model-human,TED_011,argumentation,Qwen vs Sara,,,Sara,Qwen,20,8,,,,,,,
argumentation,soft,1,1,0.32921207,model-human,TED_011,argumentation,Qwen vs Sara,,,Sara,Qwen,20,8,,,,,,,
argumentation,standard,1,2,0.26636046,model-human,TED_011,argumentation,Qwen vs Sara,,,Sara,Qwen,20,8,,,,,,,
argumentation,soft,1,2,0.26444227,model-human,TED_011,argumentation,Qwen vs Sara,,,Sara,Qwen,20,8,,,,,,,
argumentation,standard,1,1,0.4224407,model-human,TED_011,argumentation,Gemma vs Luiza,,,Luiza,Gemma,21,14,,,,,,,
argumentation,soft,1,1,0.4213255,model-human,TED_011,argumentation,Gemma vs Luiza,,,Luiza,Gemma,21,14,,,,,,,
argumentation,standard,1,2,0.37978953,model-human,TED_011,argumentation,Gemma vs Luiza,,,Luiza,Gemma,21,14,,,,,,,
argumentation,soft,1,2,0.37859118,model-human,TED_011,argumentation,Gemma vs Luiza,,,Luiza,Gemma,21,14,,,,,,,
argumentation,standard,1,1,0.4599651,model-human,TED_011,argumentation,Gemma vs Sara,,,Sara,Gemma,20,14,,,,,,,
argumentation,soft,1,1,0.4594276,model-human,TED_011,argumentation,Gemma vs Sara,,,Sara,Gemma,20,14,,,,,,,
argumentation,standard,1,2,0.4089542,model-human,TED_011,argumentation,Gemma vs Sara,,,Sara,Gemma,20,14,,,,,,,
argumentation,soft,1,2,0.40837693,model-human,TED_011,argumentation,Gemma vs Sara,,,Sara,Gemma,20,14,,,,,,,
argumentation,standard,1,1,0.12656277,model-human,TED_012,argumentation,Mistral vs Luiza,,,Luiza,Mistral,35,17,,,,,,,
argumentation,soft,1,1,0.15796721,model-human,TED_012,argumentation,Mistral vs Luiza,,,Luiza,Mistral,35,17,,,,,,,
argumentation,standard,1,2,0.10439199,model-human,TED_012,argumentation,Mistral vs Luiza,,,Luiza,Mistral,35,17,,,,,,,
argumentation,soft,1,2,0.12722051,model-human,TED_012,argumentation,Mistral vs Luiza,,,Luiza,Mistral,35,17,,,,,,,
argumentation,standard,1,1,0.1431911,model-human,TED_012,argumentation,Mistral vs Sara,,,Sara,Mistral,34,17,,,,,,,
argumentation,soft,1,1,0.17307639,model-human,TED_012,argumentation,Mistral vs Sara,,,Sara,Mistral,34,17,,,,,,,
argumentation,standard,1,2,0.11993623,model-human,TED_012,argumentation,Mistral vs Sara,,,Sara,Mistral,34,17,,,,,,,
argumentation,soft,1,2,0.13329607,model-human,TED_012,argumentation,Mistral vs Sara,,,Sara,Mistral,34,17,,,,,,,
argumentation,standard,1,1,0.09314281,model-human,TED_012,argumentation,Qwen vs Luiza,,,Luiza,Qwen,35,6,,,,,,,
argumentation,soft,1,1,0.11162132,model-human,TED_012,argumentation,Qwen vs Luiza,,,Luiza,Qwen,35,6,,,,,,,
argumentation,standard,1,2,0.00666368,model-human,TED_012,argumentation,Qwen vs Luiza,,,Luiza,Qwen,35,6,,,,,,,
argumentation,soft,1,2,0.024471939,model-human,TED_012,argumentation,Qwen vs Luiza,,,Luiza,Qwen,35,6,,,,,,,
argumentation,standard,1,1,0.09767699,model-human,TED_012,argumentation,Qwen vs Sara,,,Sara,Qwen,34,6,,,,,,,
argumentation,soft,1,1,0.09641588,model-human,TED_012,argumentation,Qwen vs Sara,,,Sara,Qwen,34,6,,,,,,,
argumentation,standard,1,2,0.011156976,model-human,TED_012,argumentation,Qwen vs Sara,,,Sara,Qwen,34,6,,,,,,,
argumentation,soft,1,2,0.009801865,model-human,TED_012,argumentation,Qwen vs Sara,,,Sara,Qwen,34,6,,,,,,,
argumentation,standard,1,1,0.2239868,model-human,TED_012,argumentation,Gemma vs Luiza,,,Luiza,Gemma,35,9,,,,,,,
argumentation,soft,1,1,0.24122363,model-human,TED_012,argumentation,Gemma vs Luiza,,,Luiza,Gemma,35,9,,,,,,,
argumentation,standard,1,2,0.21751201,model-human,TED_012,argumentation,Gemma vs Luiza,,,Luiza,Gemma,35,9,,,,,,,
argumentation,soft,1,2,0.23433214,model-human,TED_012,argumentation,Gemma vs Luiza,,,Luiza,Gemma,35,9,,,,,,,
argumentation,standard,1,1,0.23441678,model-human,TED_012,argumentation,Gemma vs Sara,,,Sara,Gemma,34,9,,,,,,,
argumentation,soft,1,1,0.23143238,model-human,TED_012,argumentation,Gemma vs Sara,,,Sara,Gemma,34,9,,,,,,,
argumentation,standard,1,2,0.22419208,model-human,TED_012,argumentation,Gemma vs Sara,,,Sara,Gemma,34,9,,,,,,,
argumentation,soft,1,2,0.22110158,model-human,TED_012,argumentation,Gemma vs Sara,,,Sara,Gemma,34,9,,,,,,,
argumentation,standard,1,1,0.3952682,model-human,TED_015,argumentation,Mistral vs Luiza,,,Luiza,Mistral,60,61,,,,,,,
argumentation,soft,1,1,0.3728112,model-human,TED_015,argumentation,Mistral vs Luiza,,,Luiza,Mistral,60,61,,,,,,,
argumentation,standard,1,2,0.38859415,model-human,TED_015,argumentation,Mistral vs Luiza,,,Luiza,Mistral,60,61,,,,,,,
argumentation,soft,1,2,0.36470962,model-human,TED_015,argumentation,Mistral vs Luiza,,,Luiza,Mistral,60,61,,,,,,,
argumentation,standard,1,1,0.3314032,model-human,TED_015,argumentation,Mistral vs Sara,,,Sara,Mistral,44,61,,,,,,,
argumentation,soft,1,1,0.3260274,model-human,TED_015,argumentation,Mistral vs Sara,,,Sara,Mistral,44,61,,,,,,,
argumentation,standard,1,2,0.329818,model-human,TED_015,argumentation,Mistral vs Sara,,,Sara,Mistral,44,61,,,,,,,
argumentation,soft,1,2,0.32300228,model-human,TED_015,argumentation,Mistral vs Sara,,,Sara,Mistral,44,61,,,,,,,
argumentation,standard,1,1,0.101418436,model-human,TED_015,argumentation,Qwen vs Luiza,,,Luiza,Qwen,60,12,,,,,,,
argumentation,soft,1,1,0.09425998,model-human,TED_015,argumentation,Qwen vs Luiza,,,Luiza,Qwen,60,12,,,,,,,
argumentation,standard,1,2,0.11340934,model-human,TED_015,argumentation,Qwen vs Luiza,,,Luiza,Qwen,60,12,,,,,,,
argumentation,soft,1,2,0.10607165,model-human,TED_015,argumentation,Qwen vs Luiza,,,Luiza,Qwen,60,12,,,,,,,
argumentation,standard,1,1,0.1014815,model-human,TED_015,argumentation,Qwen vs Sara,,,Sara,Qwen,44,12,,,,,,,
argumentation,soft,1,1,0.099613786,model-human,TED_015,argumentation,Qwen vs Sara,,,Sara,Qwen,44,12,,,,,,,
argumentation,standard,1,2,0.10122311,model-human,TED_015,argumentation,Qwen vs Sara,,,Sara,Qwen,44,12,,,,,,,
argumentation,soft,1,2,0.0993973,model-human,TED_015,argumentation,Qwen vs Sara,,,Sara,Qwen,44,12,,,,,,,
argumentation,standard,1,1,0.305979,model-human,TED_015,argumentation,Gemma vs Luiza,,,Luiza,Gemma,60,21,,,,,,,
argumentation,soft,1,1,0.31052405,model-human,TED_015,argumentation,Gemma vs Luiza,,,Luiza,Gemma,60,21,,,,,,,
argumentation,standard,1,2,0.32402223,model-human,TED_015,argumentation,Gemma vs Luiza,,,Luiza,Gemma,60,21,,,,,,,
argumentation,soft,1,2,0.32769787,model-human,TED_015,argumentation,Gemma vs Luiza,,,Luiza,Gemma,60,21,,,,,,,
argumentation,standard,1,1,0.2362212,model-human,TED_015,argumentation,Gemma vs Sara,,,Sara,Gemma,44,21,,,,,,,
argumentation,soft,1,1,0.24259418,model-human,TED_015,argumentation,Gemma vs Sara,,,Sara,Gemma,44,21,,,,,,,
argumentation,standard,1,2,0.22369665,model-human,TED_015,argumentation,Gemma vs Sara,,,Sara,Gemma,44,21,,,,,,,
argumentation,soft,1,2,0.22921038,model-human,TED_015,argumentation,Gemma vs Sara,,,Sara,Gemma,44,21,,,,,,,
argumentation,standard,1,1,0.2114932,model-human,TED_016,argumentation,Mistral vs Luiza,,,Luiza,Mistral,59,43,,,,,,,
argumentation,soft,1,1,0.210774,model-human,TED_016,argumentation,Mistral vs Luiza,,,Luiza,Mistral,59,43,,,,,,,
argumentation,standard,1,2,0.15385157,model-human,TED_016,argumentation,Mistral vs Luiza,,,Luiza,Mistral,59,43,,,,,,,
argumentation,soft,1,2,0.13931853,model-human,TED_016,argumentation,Mistral vs Luiza,,,Luiza,Mistral,59,43,,,,,,,
argumentation,standard,1,1,0.20266068,model-human,TED_016,argumentation,Mistral vs Sara,,,Sara,Mistral,44,43,,,,,,,
argumentation,soft,1,1,0.21212143,model-human,TED_016,argumentation,Mistral vs Sara,,,Sara,Mistral,44,43,,,,,,,
argumentation,standard,1,2,0.110040784,model-human,TED_016,argumentation,Mistral vs Sara,,,Sara,Mistral,44,43,,,,,,,
argumentation,soft,1,2,0.098128855,model-human,TED_016,argumentation,Mistral vs Sara,,,Sara,Mistral,44,43,,,,,,,
argumentation,standard,1,1,0.14910382,model-human,TED_016,argumentation,Qwen vs Luiza,,,Luiza,Qwen,59,10,,,,,,,
argumentation,soft,1,1,0.15658152,model-human,TED_016,argumentation,Qwen vs Luiza,,,Luiza,Qwen,59,10,,,,,,,
argumentation,standard,1,2,0.1196298,model-human,TED_016,argumentation,Qwen vs Luiza,,,Luiza,Qwen,59,10,,,,,,,
argumentation,soft,1,2,0.12636137,model-human,TED_016,argumentation,Qwen vs Luiza,,,Luiza,Qwen,59,10,,,,,,,
argumentation,standard,1,1,0.23578382,model-human,TED_016,argumentation,Qwen vs Sara,,,Sara,Qwen,44,10,,,,,,,
argumentation,soft,1,1,0.23240298,model-human,TED_016,argumentation,Qwen vs Sara,,,Sara,Qwen,44,10,,,,,,,
argumentation,standard,1,2,0.19910854,model-human,TED_016,argumentation,Qwen vs Sara,,,Sara,Qwen,44,10,,,,,,,
argumentation,soft,1,2,0.19538635,model-human,TED_016,argumentation,Qwen vs Sara,,,Sara,Qwen,44,10,,,,,,,
argumentation,standard,1,1,0.28171688,model-human,TED_016,argumentation,Gemma vs Luiza,,,Luiza,Gemma,59,32,,,,,,,
argumentation,soft,1,1,0.27404928,model-human,TED_016,argumentation,Gemma vs Luiza,,,Luiza,Gemma,59,32,,,,,,,
argumentation,standard,1,2,0.26530218,model-human,TED_016,argumentation,Gemma vs Luiza,,,Luiza,Gemma,59,32,,,,,,,
argumentation,soft,1,2,0.25657547,model-human,TED_016,argumentation,Gemma vs Luiza,,,Luiza,Gemma,59,32,,,,,,,
argumentation,standard,1,1,0.24423057,model-human,TED_016,argumentation,Gemma vs Sara,,,Sara,Gemma,44,32,,,,,,,
argumentation,soft,1,1,0.23897362,model-human,TED_016,argumentation,Gemma vs Sara,,,Sara,Gemma,44,32,,,,,,,
argumentation,standard,1,2,0.2025137,model-human,TED_016,argumentation,Gemma vs Sara,,,Sara,Gemma,44,32,,,,,,,
argumentation,soft,1,2,0.1955086,model-human,TED_016,argumentation,Gemma vs Sara,,,Sara,Gemma,44,32,,,,,,,
argumentation,standard,1,1,0.14183325,model-human,TED_017,argumentation,Mistral vs Luiza,,,Luiza,Mistral,53,10,,,,,,,
argumentation,soft,1,1,0.15139693,model-human,TED_017,argumentation,Mistral vs Luiza,,,Luiza,Mistral,53,10,,,,,,,
argumentation,standard,1,2,0.10572255,model-human,TED_017,argumentation,Mistral vs Luiza,,,Luiza,Mistral,53,10,,,,,,,
argumentation,soft,1,2,0.11502284,model-human,TED_017,argumentation,Mistral vs Luiza,,,Luiza,Mistral,53,10,,,,,,,
argumentation,standard,1,1,0.15643859,model-human,TED_017,argumentation,Mistral vs Sara,,,Sara,Mistral,51,10,,,,,,,
argumentation,soft,1,1,0.16728467,model-human,TED_017,argumentation,Mistral vs Sara,,,Sara,Mistral,51,10,,,,,,,
argumentation,standard,1,2,0.10640955,model-human,TED_017,argumentation,Mistral vs Sara,,,Sara,Mistral,51,10,,,,,,,
argumentation,soft,1,2,0.11682767,model-human,TED_017,argumentation,Mistral vs Sara,,,Sara,Mistral,51,10,,,,,,,
argumentation,standard,1,1,0.20039344,model-human,TED_017,argumentation,Qwen vs Luiza,,,Luiza,Qwen,53,10,,,,,,,
argumentation,soft,1,1,0.24465048,model-human,TED_017,argumentation,Qwen vs Luiza,,,Luiza,Qwen,53,10,,,,,,,
argumentation,standard,1,2,0.21107638,model-human,TED_017,argumentation,Qwen vs Luiza,,,Luiza,Qwen,53,10,,,,,,,
argumentation,soft,1,2,0.25437206,model-human,TED_017,argumentation,Qwen vs Luiza,,,Luiza,Qwen,53,10,,,,,,,
argumentation,standard,1,1,0.20862567,model-human,TED_017,argumentation,Qwen vs Sara,,,Sara,Qwen,51,10,,,,,,,
argumentation,soft,1,1,0.2637965,model-human,TED_017,argumentation,Qwen vs Sara,,,Sara,Qwen,51,10,,,,,,,
argumentation,standard,1,2,0.22102064,model-human,TED_017,argumentation,Qwen vs Sara,,,Sara,Qwen,51,10,,,,,,,
argumentation,soft,1,2,0.27521473,model-human,TED_017,argumentation,Qwen vs Sara,,,Sara,Qwen,51,10,,,,,,,
argumentation,standard,1,1,0.012634456,model-human,TED_017,argumentation,Gemma vs Luiza,,,Luiza,Gemma,53,6,,,,,,,
argumentation,soft,1,1,0.010206342,model-human,TED_017,argumentation,Gemma vs Luiza,,,Luiza,Gemma,53,6,,,,,,,
argumentation,standard,1,2,0.006133854,model-human,TED_017,argumentation,Gemma vs Luiza,,,Luiza,Gemma,53,6,,,,,,,
argumentation,soft,1,2,0.003662109,model-human,TED_017,argumentation,Gemma vs Luiza,,,Luiza,Gemma,53,6,,,,,,,
argumentation,standard,1,1,0.046259522,model-human,TED_017,argumentation,Gemma vs Sara,,,Sara,Gemma,51,6,,,,,,,
argumentation,soft,1,1,0.04271108,model-human,TED_017,argumentation,Gemma vs Sara,,,Sara,Gemma,51,6,,,,,,,
argumentation,standard,1,2,0.01791948,model-human,TED_017,argumentation,Gemma vs Sara,,,Sara,Gemma,51,6,,,,,,,
argumentation,soft,1,2,0.014095008,model-human,TED_017,argumentation,Gemma vs Sara,,,Sara,Gemma,51,6,,,,,,,
argumentation,standard,1,1,0.3129865,model-human,TED_018,argumentation,Mistral vs Luiza,,,Luiza,Mistral,57,30,,,,,,,
argumentation,soft,1,1,0.30961943,model-human,TED_018,argumentation,Mistral vs Luiza,,,Luiza,Mistral,57,30,,,,,,,
argumentation,standard,1,2,0.26354182,model-human,TED_018,argumentation,Mistral vs Luiza,,,Luiza,Mistral,57,30,,,,,,,
argumentation,soft,1,2,0.25979644,model-human,TED_018,argumentation,Mistral vs Luiza,,,Luiza,Mistral,57,30,,,,,,,
argumentation,standard,1,1,0.30138463,model-human,TED_018,argumentation,Mistral vs Sara,,,Sara,Mistral,58,30,,,,,,,
argumentation,soft,1,1,0.29851586,model-human,TED_018,argumentation,Mistral vs Sara,,,Sara,Mistral,58,30,,,,,,,
argumentation,standard,1,2,0.25234824,model-human,TED_018,argumentation,Mistral vs Sara,,,Sara,Mistral,58,30,,,,,,,
argumentation,soft,1,2,0.24889237,model-human,TED_018,argumentation,Mistral vs Sara,,,Sara,Mistral,58,30,,,,,,,
argumentation,standard,1,1,0.1142748,model-human,TED_018,argumentation,Qwen vs Luiza,,,Luiza,Qwen,57,10,,,,,,,
argumentation,soft,1,1,0.11060876,model-human,TED_018,argumentation,Qwen vs Luiza,,,Luiza,Qwen,57,10,,,,,,,
argumentation,standard,1,2,0.09626567,model-human,TED_018,argumentation,Qwen vs Luiza,,,Luiza,Qwen,57,10,,,,,,,
argumentation,soft,1,2,0.09236908,model-human,TED_018,argumentation,Qwen vs Luiza,,,Luiza,Qwen,57,10,,,,,,,
argumentation,standard,1,1,0.119742215,model-human,TED_018,argumentation,Qwen vs Sara,,,Sara,Qwen,58,10,,,,,,,
argumentation,soft,1,1,0.13126117,model-human,TED_018,argumentation,Qwen vs Sara,,,Sara,Qwen,58,10,,,,,,,
argumentation,standard,1,2,0.10141665,model-human,TED_018,argumentation,Qwen vs Sara,,,Sara,Qwen,58,10,,,,,,,
argumentation,soft,1,2,0.11266422,model-human,TED_018,argumentation,Qwen vs Sara,,,Sara,Qwen,58,10,,,,,,,
argumentation,standard,1,1,0.2785831,model-human,TED_018,argumentation,Gemma vs Luiza,,,Luiza,Gemma,57,18,,,,,,,
argumentation,soft,1,1,0.288688,model-human,TED_018,argumentation,Gemma vs Luiza,,,Luiza,Gemma,57,18,,,,,,,
argumentation,standard,1,2,0.25035912,model-human,TED_018,argumentation,Gemma vs Luiza,,,Luiza,Gemma,57,18,,,,,,,
argumentation,soft,1,2,0.2596894,model-human,TED_018,argumentation,Gemma vs Luiza,,,Luiza,Gemma,57,18,,,,,,,
argumentation,standard,1,1,0.2478683,model-human,TED_018,argumentation,Gemma vs Sara,,,Sara,Gemma,58,18,,,,,,,
argumentation,soft,1,1,0.2696638,model-human,TED_018,argumentation,Gemma vs Sara,,,Sara,Gemma,58,18,,,,,,,
argumentation,standard,1,2,0.2239387,model-human,TED_018,argumentation,Gemma vs Sara,,,Sara,Gemma,58,18,,,,,,,
argumentation,soft,1,2,0.24417543,model-human,TED_018,argumentation,Gemma vs Sara,,,Sara,Gemma,58,18,,,,,,,
argumentation,standard,1,1,0.16377234,model-human,TED_019,argumentation,Mistral vs Luiza,,,Luiza,Mistral,65,11,,,,,,,
argumentation,soft,1,1,0.16179895,model-human,TED_019,argumentation,Mistral vs Luiza,,,Luiza,Mistral,65,11,,,,,,,
argumentation,standard,1,2,0.16196668,model-human,TED_019,argumentation,Mistral vs Luiza,,,Luiza,Mistral,65,11,,,,,,,
argumentation,soft,1,2,0.16005468,model-human,TED_019,argumentation,Mistral vs Luiza,,,Luiza,Mistral,65,11,,,,,,,
argumentation,standard,1,1,0.16392124,model-human,TED_019,argumentation,Mistral vs Sara,,,Sara,Mistral,63,11,,,,,,,
argumentation,soft,1,1,0.16155249,model-human,TED_019,argumentation,Mistral vs Sara,,,Sara,Mistral,63,11,,,,,,,
argumentation,standard,1,2,0.16104436,model-human,TED_019,argumentation,Mistral vs Sara,,,Sara,Mistral,63,11,,,,,,,
argumentation,soft,1,2,0.15795457,model-human,TED_019,argumentation,Mistral vs Sara,,,Sara,Mistral,63,11,,,,,,,
argumentation,standard,1,1,0.1128121,model-human,TED_019,argumentation,Qwen vs Luiza,,,Luiza,Qwen,65,7,,,,,,,
argumentation,soft,1,1,0.11010504,model-human,TED_019,argumentation,Qwen vs Luiza,,,Luiza,Qwen,65,7,,,,,,,
argumentation,standard,1,2,0.11184162,model-human,TED_019,argumentation,Qwen vs Luiza,,,Luiza,Qwen,65,7,,,,,,,
argumentation,soft,1,2,0.109173775,model-human,TED_019,argumentation,Qwen vs Luiza,,,Luiza,Qwen,65,7,,,,,,,
argumentation,standard,1,1,0.11812824,model-human,TED_019,argumentation,Qwen vs Sara,,,Sara,Qwen,63,7,,,,,,,
argumentation,soft,1,1,0.11478096,model-human,TED_019,argumentation,Qwen vs Sara,,,Sara,Qwen,63,7,,,,,,,
argumentation,standard,1,2,0.114093244,model-human,TED_019,argumentation,Qwen vs Sara,,,Sara,Qwen,63,7,,,,,,,
argumentation,soft,1,2,0.11039841,model-human,TED_019,argumentation,Qwen vs Sara,,,Sara,Qwen,63,7,,,,,,,
argumentation,standard,1,1,0.3296597,model-human,TED_019,argumentation,Gemma vs Luiza,,,Luiza,Gemma,65,30,,,,,,,
argumentation,soft,1,1,0.32410467,model-human,TED_019,argumentation,Gemma vs Luiza,,,Luiza,Gemma,65,30,,,,,,,
argumentation,standard,1,2,0.3217556,model-human,TED_019,argumentation,Gemma vs Luiza,,,Luiza,Gemma,65,30,,,,,,,
argumentation,soft,1,2,0.31618124,model-human,TED_019,argumentation,Gemma vs Luiza,,,Luiza,Gemma,65,30,,,,,,,
argumentation,standard,1,1,0.33525282,model-human,TED_019,argumentation,Gemma vs Sara,,,Sara,Gemma,63,30,,,,,,,
argumentation,soft,1,1,0.32940638,model-human,TED_019,argumentation,Gemma vs Sara,,,Sara,Gemma,63,30,,,,,,,
argumentation,standard,1,2,0.33168572,model-human,TED_019,argumentation,Gemma vs Sara,,,Sara,Gemma,63,30,,,,,,,
argumentation,soft,1,2,0.3257156,model-human,TED_019,argumentation,Gemma vs Sara,,,Sara,Gemma,63,30,,,,,,,
argumentation,standard,1,1,0.20092493,model-human,TED_020,argumentation,Mistral vs Luiza,,,Luiza,Mistral,98,35,,,,,,,
argumentation,soft,1,1,0.18668342,model-human,TED_020,argumentation,Mistral vs Luiza,,,Luiza,Mistral,98,35,,,,,,,
argumentation,standard,1,2,0.17222059,model-human,TED_020,argumentation,Mistral vs Luiza,,,Luiza,Mistral,98,35,,,,,,,
argumentation,soft,1,2,0.15684104,model-human,TED_020,argumentation,Mistral vs Luiza,,,Luiza,Mistral,98,35,,,,,,,
argumentation,standard,1,1,0.1664626,model-human,TED_020,argumentation,Mistral vs Sara,,,Sara,Mistral,100,35,,,,,,,
argumentation,soft,1,1,0.14777946,model-human,TED_020,argumentation,Mistral vs Sara,,,Sara,Mistral,100,35,,,,,,,
argumentation,standard,1,2,0.14270073,model-human,TED_020,argumentation,Mistral vs Sara,,,Sara,Mistral,100,35,,,,,,,
argumentation,soft,1,2,0.123003185,model-human,TED_020,argumentation,Mistral vs Sara,,,Sara,Mistral,100,35,,,,,,,
